,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12
102153,4,5,2,4,3,4,4,4,5,4,3,3
292409,4,3,2,3,3,3,4,3,3,3,1,2
182619,5,4,2,4,3,4,4,3,4,3,2,2
373179,2,2,1,1,0,1,2,2,1,2,1,1
178303,4,5,2,4,4,4,4,4,4,4,1,3
493525,3,4,2,1,2,2,2,2,1,2,2,1
156046,5,4,2,4,3,4,4,3,4,3,2,2
254175,4,3,2,3,3,3,3,3,3,3,1,2
105696,4,3,2,3,3,3,3,3,3,3,1,2
400703,4,4,2,4,3,3,3,3,4,3,1,2
445416,5,5,3,4,3,4,4,4,4,3,2,3
558575,4,3,2,4,3,3,4,3,3,3,1,2
111453,4,3,2,4,3,4,4,3,3,3,1,3
64655,1,1,1,0,1,1,2,1,1,2,1,1
102928,5,4,2,4,3,3,3,3,4,3,2,2
583674,2,2,1,1,0,1,2,1,2,2,1,1
425860,4,5,2,4,4,4,4,4,4,4,3,3
178903,5,5,3,4,3,4,4,3,4,3,2,3
159236,3,3,2,2,3,2,3,3,3,2,1,2
504233,4,4,2,3,3,4,4,3,4,3,1,3
134187,2,2,1,1,2,0,3,1,2,2,1,1
543783,2,2,1,0,0,1,2,0,3,2,1,1
463508,4,5,2,4,3,4,4,4,5,4,2,3
300886,5,5,2,4,3,4,4,3,4,3,2,3
583586,5,4,2,4,3,3,3,3,3,3,2,2
507418,4,3,2,4,3,3,4,3,3,3,1,2
79005,2,1,1,1,1,1,2,2,1,2,1,1
7134,4,3,2,4,3,4,4,3,4,3,1,2
344193,5,4,2,4,3,3,3,3,5,3,2,2
154211,3,3,2,3,3,3,3,3,3,2,1,2
424532,4,3,2,3,3,3,4,3,3,2,1,1
410460,1,0,1,1,1,1,1,1,1,2,1,0
390682,3,3,2,2,3,3,3,3,3,2,1,2
25049,3,2,2,2,2,2,3,3,3,2,1,1
62178,3,3,2,2,2,2,3,3,3,2,1,2
326382,2,2,1,1,0,1,0,1,3,2,1,1
5723,2,2,1,0,0,0,2,0,2,2,1,1
399558,2,2,2,2,2,1,2,1,2,2,1,1
559317,3,3,2,3,2,3,3,3,3,2,1,2
67566,4,3,2,3,3,3,3,3,3,3,2,2
522190,3,3,2,2,2,3,3,3,3,2,1,1
224190,5,5,2,4,3,4,4,4,4,4,3,3
173972,4,5,2,4,3,3,4,4,4,4,3,3
589432,4,3,2,3,3,3,3,3,3,2,1,2
354945,4,4,2,4,3,4,4,4,5,4,2,3
492757,3,3,2,2,2,2,3,3,3,2,1,2
593967,1,0,1,0,0,1,1,0,2,1,1,1
507538,4,4,2,4,3,4,4,4,4,3,2,3
278697,4,4,2,3,3,4,4,3,4,3,2,3
147066,4,4,2,3,3,3,3,3,4,3,1,2
431434,4,4,2,3,3,5,4,4,5,4,3,3
91018,3,2,1,1,2,2,2,2,1,2,2,1
485350,3,2,2,2,2,1,2,1,3,2,1,1
31302,1,0,1,0,1,1,2,1,1,1,1,1
286971,4,5,2,4,4,4,4,4,4,3,1,3
553353,2,2,1,1,2,1,2,2,3,2,1,1
68626,1,2,1,2,2,1,1,1,1,2,1,1
514319,4,4,2,3,3,3,4,4,4,4,2,3
323753,5,4,3,4,3,4,4,3,5,3,2,2
465564,4,4,2,3,3,3,3,3,4,3,2,2
132300,3,2,2,2,2,1,3,1,3,2,1,1
379657,2,2,1,2,2,1,2,1,1,2,1,1
520931,1,1,1,2,1,1,2,1,1,2,1,1
212811,4,3,2,2,2,3,3,3,3,3,1,2
408536,3,3,2,2,3,3,3,3,3,3,1,2
471113,4,4,2,3,3,4,4,3,4,3,1,2
10724,3,2,1,1,0,1,0,1,3,2,0,1
116478,4,4,2,3,3,3,4,3,4,3,2,2
333961,4,4,2,4,3,3,4,3,4,3,1,2
575093,3,4,2,4,3,3,3,3,3,3,1,2
330142,3,2,2,2,2,3,3,1,3,2,1,1
173107,3,2,2,1,2,1,2,2,3,2,1,1
67145,5,4,2,4,3,3,4,3,4,3,2,2
219241,4,3,2,3,3,3,4,3,3,2,1,2
350086,2,2,1,0,2,1,2,2,1,2,1,1
56691,4,5,2,5,3,4,4,4,5,4,3,3
143140,4,3,2,3,3,3,4,3,3,2,1,2
120087,4,3,2,3,3,3,4,3,4,2,2,2
568527,4,3,2,4,3,3,4,3,3,2,1,2
161653,4,3,2,3,3,3,3,3,3,3,1,2
334090,1,2,1,3,2,0,1,1,2,2,1,1
501321,5,4,3,4,3,3,5,4,4,2,2,2
541716,4,3,2,3,3,3,4,3,3,3,1,2
269842,3,3,2,3,3,3,3,3,3,2,1,2
276203,4,3,2,4,3,4,4,4,4,4,3,3
131559,4,3,2,2,2,3,3,3,3,2,1,2
534702,3,3,2,2,3,3,3,3,3,3,1,2
143445,3,2,2,2,2,2,3,3,3,2,1,2
287956,2,2,2,0,2,1,3,1,2,2,1,1
497994,3,3,2,3,3,3,3,3,3,2,1,2
177573,3,2,1,2,2,1,1,1,3,2,1,1
26467,4,5,2,5,3,4,4,4,5,4,3,3
433205,4,4,2,3,3,3,4,3,4,3,2,2
332801,2,2,2,2,2,1,2,1,3,2,1,1
382541,4,3,2,3,3,3,3,3,3,3,2,2
13604,4,3,2,4,3,4,4,4,4,3,1,3
429130,4,4,2,2,3,3,3,3,3,3,1,2
195496,5,5,3,4,3,4,4,4,5,4,3,3
337132,5,5,2,4,4,3,4,4,4,4,3,3
546997,2,1,1,1,1,1,1,2,1,2,1,1
242579,4,5,2,4,3,3,4,4,4,4,3,3
82359,3,2,1,2,2,1,2,2,1,3,2,1
138818,1,1,0,0,1,1,2,0,1,1,1,1
358880,4,4,2,3,3,4,4,4,4,4,2,3
445181,3,3,2,3,3,3,4,3,3,2,1,2
568784,1,2,1,0,0,1,1,0,2,2,1,1
120918,5,5,2,4,4,4,4,4,4,3,1,3
256855,3,3,2,2,3,3,3,3,3,2,1,2
433529,4,4,2,3,3,3,3,2,3,2,2,2
420928,2,2,1,1,2,0,2,0,2,2,1,1
395503,4,4,2,4,3,4,4,3,4,3,2,3
6612,4,3,2,4,4,4,4,3,3,3,1,3
73845,5,5,3,5,4,4,4,4,5,4,3,3
486647,4,4,2,3,3,3,3,3,3,3,2,2
441599,5,4,2,3,3,3,3,2,4,3,2,2
385309,4,3,2,2,2,3,3,3,3,2,1,2
267978,5,5,3,5,4,4,4,4,5,4,4,4
113468,4,4,2,4,3,3,4,3,4,3,2,2
446114,5,5,2,4,3,4,5,4,3,2,4,3
475217,1,1,1,1,1,1,1,1,1,2,1,0
161512,4,3,2,3,3,3,3,3,3,3,1,2
340495,4,4,2,3,3,3,3,3,4,3,2,2
285,2,0,0,0,1,3,3,2,1,1,1,0
256974,4,4,2,4,3,4,4,3,4,3,2,2
76994,3,3,2,3,3,3,3,3,3,2,1,2
157259,4,5,2,5,3,4,4,4,5,4,3,3
96502,5,4,2,4,3,3,3,3,3,2,1,2
22501,4,3,2,3,3,3,4,4,3,2,1,2
4960,2,1,1,1,1,1,1,2,1,2,1,1
271074,4,4,3,3,3,3,4,3,5,3,2,2
220670,2,2,1,2,2,1,2,1,1,2,2,1
100402,5,4,3,4,3,3,4,3,5,3,2,2
203501,5,4,2,4,3,2,3,2,1,3,2,2
37046,5,4,2,2,2,2,3,2,3,3,2,2
394317,4,3,2,3,3,3,4,3,3,2,1,2
395840,5,4,2,4,3,3,4,4,3,3,2,3
203323,3,2,2,1,2,1,2,1,3,2,1,1
428500,2,2,1,2,2,1,1,1,1,2,2,1
251246,4,5,3,5,3,4,4,4,5,4,3,3
51858,4,3,2,4,3,3,4,3,3,3,1,3
35607,4,4,2,3,3,3,4,3,4,3,2,2
526401,5,4,2,2,3,3,3,2,3,2,1,2
45638,1,2,1,1,0,1,3,1,2,2,1,1
371851,3,3,2,2,3,3,3,3,3,2,1,2
574329,4,4,2,3,3,3,4,3,4,3,2,2
290136,4,3,2,4,3,4,4,4,4,4,1,3
285492,2,1,1,0,1,1,1,1,1,2,1,1
326658,4,4,2,4,3,4,4,3,4,3,1,3
179964,5,5,2,4,3,4,4,3,4,3,1,3
340458,4,4,2,3,3,3,3,3,3,3,1,2
453465,2,2,1,0,0,1,2,1,2,1,1,1
538580,4,4,2,3,3,3,3,3,5,3,2,2
74609,4,4,2,4,3,4,4,4,4,4,2,3
464872,4,3,2,3,3,3,4,3,3,2,1,2
34510,4,4,2,3,3,3,4,3,4,3,2,2
150181,2,3,2,0,2,2,2,2,3,2,1,2
156156,5,5,2,4,3,4,4,3,3,3,1,3
160597,5,5,2,4,4,4,4,4,4,3,1,3
39757,4,5,3,5,4,4,4,4,5,4,3,3
198527,4,3,2,3,3,3,4,3,4,3,1,2
465515,2,2,2,2,2,1,3,1,3,2,1,1
558432,3,3,2,2,2,2,3,2,3,2,1,2
458912,5,5,3,5,3,4,4,4,5,4,3,3
254983,2,2,1,0,0,0,2,1,2,2,1,1
548920,4,3,2,3,3,3,4,3,3,3,1,3
44200,4,3,2,2,3,3,3,3,3,2,1,2
399853,4,3,2,4,4,3,4,4,4,3,1,3
266706,4,3,2,3,3,3,4,3,4,3,2,2
597802,4,5,2,4,3,4,4,4,4,3,1,3
502028,4,4,2,3,3,3,4,4,4,3,2,2
56900,5,5,2,4,4,4,4,4,4,4,3,3
497862,2,2,1,0,2,1,2,1,1,2,1,1
491977,2,2,2,0,2,1,2,1,3,2,1,1
56918,4,3,2,4,3,3,4,4,4,3,1,3
106432,4,3,2,3,3,3,4,3,3,3,1,2
248870,4,3,2,4,4,4,4,4,4,4,1,3
287356,4,5,2,4,4,3,4,3,4,3,3,3
340811,2,2,2,0,2,1,2,2,3,3,1,2
395762,3,3,2,3,3,3,3,3,3,2,1,2
441018,4,5,2,4,3,4,4,4,4,3,1,3
107609,3,3,2,2,2,3,3,3,3,2,1,2
480019,5,5,2,4,3,4,4,4,4,4,3,3
200457,3,3,2,3,3,3,3,3,3,2,1,2
579237,3,3,2,2,2,3,3,3,3,2,1,2
142479,5,4,3,4,3,4,3,3,5,3,2,2
429809,3,3,2,2,3,3,3,3,3,2,1,2
477605,4,3,2,4,3,3,4,3,4,3,1,2
532913,3,2,2,2,2,2,3,3,3,3,1,2
574060,2,2,1,1,2,1,1,2,3,2,1,1
255592,4,5,2,5,4,5,4,4,4,4,3,3
31340,4,3,2,3,3,3,4,3,4,3,1,2
267314,4,5,2,5,3,5,4,4,5,4,3,3
493974,2,3,2,0,2,2,2,1,3,2,1,2
340029,3,3,2,3,3,3,3,3,3,2,1,1
492646,4,4,2,4,3,3,4,3,4,3,2,2
330157,5,4,3,4,3,4,4,4,5,4,2,2
277676,4,3,2,3,3,3,4,3,3,3,1,2
70713,3,4,2,2,3,2,3,3,3,3,1,2
207852,5,4,2,4,3,3,3,3,3,3,2,2
4501,4,3,2,3,3,3,4,3,3,2,1,2
214418,5,5,2,4,3,4,4,4,5,4,3,3
59159,4,3,2,3,3,3,4,3,3,3,1,2
355667,4,5,2,4,3,4,4,4,4,4,3,3
224103,4,5,2,5,3,3,4,4,4,4,3,3
307706,3,3,2,2,2,2,2,2,3,2,1,2
229800,4,5,2,5,3,4,4,4,4,4,3,3
505339,1,0,1,0,1,1,2,1,1,1,1,1
348411,2,2,1,1,2,1,1,2,2,2,1,1
44807,2,2,1,0,0,1,2,1,2,2,1,1
581028,4,4,2,4,3,4,4,3,4,3,2,2
180367,4,4,2,4,3,3,4,4,4,3,1,3
426493,5,3,2,4,3,3,4,3,3,3,1,3
188959,5,4,2,4,3,3,3,3,4,3,2,2
86406,2,2,1,1,2,1,1,1,2,2,1,1
272104,4,4,2,3,3,3,3,3,4,3,2,2
932,4,2,2,3,2,3,3,3,3,2,1,1
112065,3,2,2,2,2,3,3,1,3,2,1,1
116488,4,3,2,4,3,3,3,3,3,3,1,3
552870,5,3,2,4,3,4,4,3,3,3,1,3
48562,5,4,2,4,3,4,4,3,4,3,2,2
5839,2,2,1,1,2,1,3,1,2,2,1,1
180633,3,2,2,3,2,3,3,1,3,2,1,1
197240,4,4,2,4,3,3,3,3,3,3,1,2
458329,2,2,1,0,0,0,2,0,2,2,1,1
557595,2,2,1,1,2,1,2,2,1,2,1,1
501115,5,4,2,4,3,4,4,3,5,3,2,2
450009,3,2,2,2,2,3,3,1,2,2,1,1
549677,3,3,2,2,3,3,3,3,3,3,1,2
554820,4,3,2,4,3,3,4,3,3,3,1,3
382593,4,5,2,5,4,4,4,4,4,4,3,3
89120,3,3,2,2,3,2,3,3,3,2,1,2
99882,5,4,2,4,3,3,4,3,3,3,1,3
377539,4,3,2,3,3,3,3,3,3,3,1,2
88774,4,4,2,4,3,4,4,3,4,3,2,2
58763,5,5,2,4,4,4,4,3,4,3,1,3
70906,2,2,1,0,2,0,2,1,2,2,1,1
438681,4,3,2,2,3,3,3,3,3,3,1,2
143083,5,4,2,4,3,3,4,3,4,3,2,2
114149,1,2,1,1,2,3,1,1,2,2,1,1
367633,3,2,2,2,2,3,3,1,3,2,1,1
113896,4,5,2,4,3,4,4,4,5,4,3,3
245619,5,5,2,4,4,4,4,4,3,3,1,3
418701,4,4,2,4,3,4,4,3,4,3,2,3
23215,2,2,1,1,2,1,2,2,3,2,1,1
417748,5,4,2,4,3,3,4,3,3,3,1,3
393197,4,2,2,3,2,2,3,3,1,2,2,1
522913,3,3,2,3,3,3,3,3,3,2,1,2
22729,3,3,2,1,2,3,1,2,3,2,1,1
398550,4,4,2,4,3,3,3,3,3,3,1,2
23638,3,2,2,2,2,3,3,1,2,2,1,1
249437,3,3,2,2,3,3,3,3,3,3,1,2
193408,3,3,2,3,3,3,3,3,3,3,1,2
171161,4,5,2,4,3,4,4,4,4,3,1,3
103309,4,3,2,3,3,3,4,3,3,3,1,3
465322,3,3,2,2,2,3,3,3,3,2,1,2
189131,3,3,2,2,2,3,3,3,3,2,1,2
183404,2,2,1,1,2,1,1,1,3,2,1,1
168965,3,3,2,1,2,3,1,2,3,2,1,1
427199,3,3,2,2,3,3,3,3,3,2,1,2
378592,4,2,2,3,2,2,3,2,1,2,2,1
526097,4,3,2,3,3,3,3,3,3,3,1,2
86914,3,2,2,2,2,3,3,3,3,2,1,1
176677,5,4,2,4,3,3,3,3,4,3,1,3
101408,3,3,2,3,3,3,3,3,3,2,1,2
205987,4,4,2,4,3,4,4,3,4,3,2,3
385890,2,2,1,2,2,1,2,1,2,2,1,1
70066,5,5,3,5,4,4,4,4,5,4,4,4
115462,4,5,2,4,3,4,4,3,4,3,1,3
127960,3,2,2,2,2,1,3,2,1,2,2,1
541066,4,5,2,5,4,4,4,4,4,4,3,3
436056,2,2,1,2,2,1,2,1,2,2,1,1
265450,4,3,2,3,3,2,4,3,3,2,0,1
174344,3,3,2,2,2,3,3,3,3,2,1,2
345881,3,3,2,3,3,3,4,3,3,2,1,2
241330,2,1,1,0,1,1,2,1,2,2,1,1
141140,5,4,2,4,3,4,4,3,4,3,4,3
457437,3,2,2,2,2,3,3,1,3,2,1,1
91716,4,3,2,3,3,3,4,4,4,4,2,3
458164,2,2,1,2,2,1,1,1,1,2,1,1
390903,4,4,2,3,3,4,4,3,4,3,1,2
495275,4,3,2,3,3,3,4,3,3,2,1,1
508315,3,2,2,2,2,3,3,1,3,2,1,1
268561,5,5,2,4,3,4,4,4,4,3,2,3
253559,5,5,2,4,4,4,4,4,4,4,2,3
328304,0,2,1,2,0,1,1,1,2,2,1,1
193600,4,5,2,4,3,3,4,4,4,4,3,3
27650,4,3,2,4,3,3,4,3,3,3,1,3
97901,3,3,2,2,2,2,2,2,3,2,1,2
29087,4,4,2,4,3,3,3,3,4,3,2,2
132705,4,3,2,3,3,3,4,3,3,3,1,3
36194,4,3,2,4,3,4,4,3,3,3,1,3
114518,1,2,1,2,0,1,2,1,2,2,1,1
244456,2,2,2,2,2,1,3,1,1,2,1,1
247294,5,4,3,4,3,3,4,3,4,3,2,2
287552,4,3,2,3,3,3,4,3,3,2,1,2
596128,3,3,2,1,2,3,1,2,3,2,0,2
149355,4,4,2,4,3,3,3,3,3,3,1,3
405062,3,3,2,1,2,3,1,2,3,2,1,1
53012,2,2,1,0,0,1,2,1,2,2,1,1
526925,4,3,2,3,3,3,4,3,4,3,1,2
427922,5,4,2,4,3,4,4,3,4,3,2,2
112753,5,5,2,5,4,4,4,4,4,4,3,3
498579,3,3,2,3,3,3,3,3,3,3,1,2
185185,5,5,2,4,4,4,4,4,4,4,1,3
378132,3,2,2,2,2,3,3,1,3,2,1,1
537845,1,1,1,2,1,1,2,1,1,2,1,1
326315,3,2,2,2,2,1,3,1,3,2,1,1
58417,5,5,3,5,4,5,4,4,5,4,3,4
387455,1,1,1,1,1,1,1,1,1,2,1,0
209699,3,0,1,1,1,1,2,1,0,0,1,1
446589,4,2,2,3,2,3,3,1,1,2,2,1
577770,4,4,2,4,3,4,4,3,5,3,2,3
53839,4,3,2,3,3,3,4,3,3,2,1,2
567842,3,3,2,2,3,2,3,3,3,3,1,2
277989,2,2,1,0,2,1,2,2,3,2,1,2
519878,4,4,2,3,3,3,4,3,4,3,2,2
173967,5,5,2,4,3,4,4,4,4,3,2,3
534165,1,2,2,2,2,0,3,1,2,2,1,1
290353,5,5,2,4,3,3,4,4,4,3,2,3
136198,5,5,3,5,3,4,4,4,5,4,3,3
78417,4,3,2,3,3,3,4,4,4,4,3,3
35718,3,3,2,3,3,3,3,3,3,2,1,2
311900,4,4,2,4,3,3,4,3,4,3,2,3
413745,4,4,2,3,3,3,3,3,3,3,2,2
308455,4,4,2,4,3,4,4,4,5,4,3,3
25005,1,1,1,2,0,1,1,1,1,2,1,1
220052,2,1,1,1,2,1,1,2,1,2,1,1
55215,5,4,2,3,3,3,4,3,3,2,1,2
269560,1,0,1,0,1,1,1,1,2,2,1,1
490747,4,3,2,3,3,3,3,3,3,3,1,2
454113,3,3,2,2,3,3,3,3,3,2,1,2
231679,1,2,1,0,0,0,2,1,2,2,1,1
576183,2,2,1,2,2,1,2,1,1,2,1,1
547905,4,5,2,5,3,5,4,4,5,4,3,3
370368,3,3,2,2,3,3,3,3,3,2,1,1
15198,4,3,2,4,3,4,4,4,4,4,1,3
373998,4,3,2,4,4,4,4,3,3,3,1,3
595596,2,2,1,1,2,1,2,1,2,2,1,1
319946,2,2,1,0,2,1,2,1,2,2,1,1
436491,1,1,1,1,1,0,1,0,1,2,1,1
160411,3,3,2,2,2,3,3,3,3,2,1,1
504362,5,4,2,4,3,4,4,3,4,3,1,3
180257,3,2,2,2,2,3,3,1,2,2,1,1
95221,3,3,2,2,2,3,3,2,3,2,1,1
42724,5,5,2,4,4,4,4,3,4,3,1,3
488926,5,4,2,4,3,3,5,3,4,3,2,2
188846,4,4,2,3,3,3,4,3,4,3,2,2
180405,4,4,2,3,3,3,3,3,4,2,2,1
254029,4,4,2,4,3,3,4,3,3,3,1,3
395866,3,3,2,2,3,3,3,3,3,2,1,2
169575,2,2,1,1,2,1,2,1,3,2,1,1
381795,1,0,1,0,1,1,1,2,1,2,1,0
593547,4,3,2,3,3,3,3,3,3,2,1,1
549812,2,2,1,1,0,1,2,1,2,2,1,1
42463,3,4,2,1,2,2,1,2,1,2,2,1
185787,5,5,3,4,3,4,4,4,4,3,4,3
24041,2,2,1,1,0,1,2,1,3,2,1,1
67771,3,2,2,2,2,1,3,1,3,2,1,1
592225,2,2,2,1,2,0,2,1,3,2,1,1
124987,1,0,0,0,1,1,1,1,1,1,1,0
367799,4,2,2,3,3,3,3,3,4,2,2,2
239574,5,5,3,4,4,4,4,4,5,4,3,3
234197,4,2,2,3,3,3,3,3,4,2,2,1
327549,4,3,2,3,3,3,4,3,4,3,1,2
268018,4,4,2,2,3,3,3,2,3,2,1,2
356912,4,4,2,3,3,3,3,3,4,3,2,2
18305,2,2,1,0,0,0,3,1,2,2,1,1
182180,4,4,2,3,3,3,3,3,4,3,1,2
109968,5,5,2,4,4,4,4,4,4,4,3,3
574742,2,2,1,2,2,1,2,1,2,2,1,1
313734,3,2,2,2,2,1,3,1,3,2,1,1
323060,3,3,2,2,2,2,2,2,3,3,1,2
107386,5,5,2,4,3,4,4,3,4,3,2,3
352449,4,5,2,4,3,4,4,4,4,4,3,3
366880,5,4,2,4,3,4,4,4,3,3,4,3
327897,1,2,1,0,0,1,2,1,2,2,1,1
72485,2,2,1,1,0,1,2,1,2,0,1,1
228459,1,2,1,1,0,1,1,1,2,2,1,1
170455,4,3,2,3,3,3,4,4,4,3,1,3
320024,5,5,3,4,4,4,4,4,5,4,2,4
318765,5,5,3,4,4,4,4,4,5,4,3,3
260149,4,5,2,4,4,4,4,4,4,4,1,3
276803,2,1,1,2,2,1,2,1,1,2,1,1
278163,5,4,2,4,3,4,4,4,3,4,4,3
18453,5,4,2,4,3,3,3,3,4,3,2,2
186585,5,4,2,4,3,3,3,3,3,3,2,2
304854,2,2,1,2,2,1,2,1,3,2,1,1
582443,4,5,2,5,3,4,4,4,5,4,3,3
195722,4,3,2,3,3,3,3,3,3,3,1,2
477446,4,3,2,4,4,4,4,3,4,3,1,3
49396,5,4,2,2,2,3,3,2,3,2,0,2
269404,4,3,2,2,2,3,3,2,3,2,1,2
402465,2,2,1,2,2,1,3,1,2,2,1,1
265797,4,5,2,5,3,5,4,4,5,4,3,3
151,5,4,3,4,3,3,4,2,3,4,5,3
149588,2,2,1,0,0,0,2,1,2,2,1,1
5778,5,5,2,4,4,4,4,4,4,3,1,3
294401,5,5,3,5,3,4,4,4,5,4,3,3
131645,4,3,2,3,3,3,4,3,3,2,1,1
250470,4,5,2,5,4,4,4,4,5,4,3,3
44498,4,3,2,3,3,3,4,4,4,4,2,3
88609,2,2,1,1,2,1,2,1,2,2,1,1
123526,4,4,2,4,3,3,3,3,3,3,1,2
148121,4,4,2,3,3,3,4,3,4,3,2,2
240893,4,4,3,4,3,4,4,4,5,4,2,3
70948,3,3,2,2,2,3,3,3,3,3,1,2
76814,5,5,3,4,4,4,4,4,5,4,3,3
3367,4,5,3,5,4,5,4,4,5,4,3,3
244392,4,5,2,4,3,4,4,4,4,4,3,3
32600,5,5,2,4,4,4,4,4,4,4,3,3
416946,4,3,2,4,3,4,4,3,4,3,1,3
214505,4,4,2,4,3,4,4,4,4,3,2,3
433129,4,4,2,4,3,4,4,3,4,3,1,3
581838,5,4,2,4,3,3,5,3,4,2,2,2
356554,6,5,3,5,4,5,4,4,5,4,4,4
345919,4,3,2,3,3,3,4,3,3,2,1,3
147906,2,2,1,0,0,1,2,0,2,2,1,1
110844,3,2,2,3,3,2,3,2,1,2,2,1
432462,5,3,2,4,4,4,4,3,3,3,1,3
196462,4,4,2,3,3,3,3,3,3,2,1,2
383530,4,3,2,3,3,3,3,3,3,3,1,2
45460,4,5,2,5,3,4,4,4,5,4,3,3
419536,3,3,2,3,2,3,1,2,3,2,1,1
584616,5,4,2,3,3,3,4,4,3,2,1,2
32790,3,3,2,1,3,2,3,3,3,3,1,2
256911,1,1,1,0,0,1,2,1,1,2,1,1
153663,5,5,2,4,4,4,4,3,4,3,1,3
126409,5,5,2,4,3,4,4,4,3,3,1,3
457381,4,3,2,3,3,3,3,3,3,2,1,2
560619,3,2,2,2,2,3,3,1,3,2,1,1
7139,2,2,2,2,2,1,2,1,3,2,1,1
421201,2,2,1,1,2,1,2,1,2,2,1,1
306373,3,3,2,2,2,3,3,3,3,2,1,2
302812,3,3,2,2,3,2,3,3,3,2,1,2
99783,2,2,2,1,2,1,2,2,3,2,1,1
263919,5,4,3,4,3,3,3,2,3,2,4,2
389266,5,5,2,4,4,4,4,3,4,3,1,3
145894,5,4,2,4,3,4,4,3,4,3,2,2
519870,3,2,2,2,2,3,3,1,2,2,1,1
115428,4,4,2,4,3,4,4,4,5,4,2,3
78738,3,3,2,2,3,3,3,3,3,2,1,2
67852,4,3,2,3,3,3,3,3,3,2,1,2
599695,4,4,2,3,3,3,3,3,4,3,2,2
189463,3,3,2,2,2,2,2,2,3,2,1,2
161800,4,4,2,3,3,3,4,3,4,3,2,2
27199,5,5,2,4,4,4,4,4,4,4,3,3
219996,3,3,2,2,2,2,3,1,3,2,1,1
272196,2,2,1,2,2,1,2,1,3,2,1,1
585819,4,4,2,3,3,4,4,3,4,3,2,2
306422,4,4,2,4,3,4,4,3,5,3,2,2
492025,2,2,1,1,2,1,2,2,3,2,1,1
112800,1,1,1,0,1,1,1,0,2,1,1,1
521440,5,4,3,4,3,3,5,4,4,2,2,2
305123,3,3,2,2,2,2,3,2,3,2,1,2
422696,4,3,2,3,3,4,4,3,3,3,1,3
195135,3,3,2,3,3,3,3,3,3,2,1,2
576730,4,3,2,3,3,3,4,4,4,4,1,3
475287,4,5,2,4,4,3,4,4,4,3,3,3
450201,4,3,2,3,3,3,4,3,3,3,1,3
342261,1,1,1,1,1,1,1,1,1,2,1,1
197508,2,1,1,0,2,1,1,2,1,2,1,1
224810,5,5,3,5,3,4,4,4,5,4,3,3
354619,2,2,2,0,2,1,2,1,3,2,1,2
118611,3,3,2,3,3,3,3,3,3,3,1,2
388587,4,4,2,3,3,3,4,3,4,3,2,2
280026,3,3,2,3,3,3,3,3,3,3,1,2
539435,5,4,2,4,3,3,4,3,4,3,2,2
565786,4,3,2,4,3,3,4,3,3,3,1,2
572944,4,2,2,3,2,3,3,1,3,2,2,1
189586,4,3,2,3,3,3,4,3,3,2,1,2
118418,4,3,2,4,3,3,3,3,3,3,1,3
229526,4,3,2,4,4,4,4,3,3,3,1,3
536590,5,5,3,4,3,4,4,4,5,4,2,3
496266,2,2,1,0,2,1,2,1,2,2,1,1
227462,5,5,3,4,3,4,4,4,5,3,2,3
342825,4,3,2,4,3,3,3,3,3,3,1,2
241996,3,4,2,1,2,2,2,2,3,2,2,1
107986,2,2,1,1,0,1,2,0,2,2,1,1
348316,2,2,1,1,2,1,2,1,2,2,1,1
6912,1,2,1,0,2,1,3,1,2,2,1,1
338439,2,2,1,2,0,1,2,1,1,2,1,1
340087,3,2,2,2,2,1,2,1,3,2,2,1
353652,3,2,2,2,2,1,2,1,3,2,1,1
598989,4,4,3,4,3,4,4,4,5,3,2,3
320680,5,4,2,4,3,3,3,3,3,3,1,3
5684,1,2,1,0,0,1,2,1,2,2,1,1
234705,5,3,2,4,3,3,4,3,3,3,1,3
450060,5,4,2,4,3,3,4,3,3,3,1,3
527325,4,3,2,4,4,3,4,3,3,3,1,3
176587,4,3,2,3,2,3,3,3,3,2,2,2
271594,4,3,2,3,3,3,4,3,3,2,1,1
256635,4,3,2,3,3,3,3,3,3,3,1,2
367989,4,3,2,3,3,3,3,3,3,2,1,2
420921,4,3,2,3,3,3,4,3,3,2,1,1
327590,5,5,2,4,3,4,4,3,4,3,1,3
494225,3,2,1,1,2,1,2,1,3,2,1,1
433425,3,3,2,2,3,3,3,3,3,3,1,2
437705,3,3,2,3,3,3,3,3,3,2,1,2
18951,4,3,2,4,4,4,4,4,4,3,1,3
420409,5,4,2,4,3,3,3,3,5,3,2,2
469647,2,2,1,1,2,1,2,2,1,2,1,1
284535,4,3,2,3,3,3,4,4,4,3,2,3
352254,2,2,1,0,2,1,2,0,2,2,1,1
238047,3,2,2,2,2,3,3,1,3,2,1,1
393038,4,3,2,2,3,3,3,3,3,2,1,2
432704,5,4,2,4,3,3,3,3,4,3,2,2
293919,5,5,3,4,4,4,4,4,5,4,3,3
89612,3,3,2,3,3,3,4,3,3,2,1,1
2640,4,4,2,4,3,4,4,3,4,3,2,2
262452,3,3,2,2,3,3,3,3,3,2,0,2
561228,3,2,2,2,3,3,3,1,3,2,1,1
435085,4,3,2,4,3,3,4,3,3,3,1,3
135338,5,4,2,4,3,3,3,3,3,2,1,2
577256,4,2,2,3,2,3,3,3,4,3,2,2
395089,3,3,2,1,2,3,1,2,3,2,0,1
116073,4,3,2,3,3,3,4,3,3,3,1,2
390860,5,4,2,3,3,3,4,3,4,3,2,2
